Event Index,UTC Timestamp,UTC Date,Post Processed,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,Spreadsheet Name,randomise_blocks,randomise_trials,display,sound,hc_ans,sound_nc_1,sound_nc_3,sound_nc_2,sound_c_1,sound_c_2,sound_c_3,progress,answer
11,1517209078978,29/01/2018 06:57:58,,1517209212315,5,29/01/2018 12:00:12,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,1,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_2_tChange_3044.wav,,,,,,,,,1
12,1517209082229,29/01/2018 06:58:02,,1517209215708,5,29/01/2018 12:00:15,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,1,2,Screen 2,Zone4,response_keyboard_single,3380.125,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_2_tChange_3044.wav,,,,,,,,,1
13,1517209083561,29/01/2018 06:58:03,,1517209217034,5,29/01/2018 12:00:17,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,2,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_4_tChange_4142.wav,,,,,,,,,1
14,1517209088965,29/01/2018 06:58:08,,1517209221549,5,29/01/2018 12:00:21,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,2,2,Screen 2,Zone4,response_keyboard_single,4504.384999999995,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_4_tChange_4142.wav,,,,,,,,,1
15,1517209090003,29/01/2018 06:58:10,,1517209222875,5,29/01/2018 12:00:22,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,3,1,Screen 1,fixation,fixation,1039.5819999976084,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_3_tChange_4632.wav,,,,,,,,,1
16,1517209094533,29/01/2018 06:58:14,,1517209227800,5,29/01/2018 12:00:27,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,3,2,Screen 2,Zone4,response_keyboard_single,4911.804999999993,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_3_tChange_4632.wav,,,,,,,,,1
17,1517209095779,29/01/2018 06:58:15,,1517209229128,5,29/01/2018 12:00:29,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,4,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_1_tChange_3834.wav,,,,,,,,,1
18,1517209100145,29/01/2018 06:58:20,,1517209233241,5,29/01/2018 12:00:33,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,4,2,Screen 2,Zone4,response_keyboard_single,4100.740000000005,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_1_tChange_3834.wav,,,,,,,,,1
19,1517209101837,29/01/2018 06:58:21,,1517209234570,5,29/01/2018 12:00:34,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,5,1,Screen 1,fixation,fixation,1040.1419999834616,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_5_tChange_3806.wav,,,,,,,,,1
20,1517209105775,29/01/2018 06:58:25,,1517209238698,5,29/01/2018 12:00:38,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,5,2,Screen 2,Zone4,response_keyboard_single,4118.815000000017,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_5_tChange_3806.wav,,,,,,,,,1
21,1517209106777,29/01/2018 06:58:26,,1517209240023,5,29/01/2018 12:00:40,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,6,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_2_tChange_3044.wav,,,,,,,,,1
22,1517209110196,29/01/2018 06:58:30,,1517209243356,5,29/01/2018 12:00:43,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,6,2,Screen 2,Zone4,response_keyboard_single,3323.25,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_2_tChange_3044.wav,,,,,,,,,1
23,1517209111317,29/01/2018 06:58:31,,1517209244681,5,29/01/2018 12:00:44,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,7,1,Screen 1,fixation,fixation,1040.6829999992624,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_4_tChange_4142.wav,,,,,,,,,1
24,1517209116215,29/01/2018 06:58:36,,1517209249147,5,29/01/2018 12:00:49,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,7,2,Screen 2,Zone4,response_keyboard_single,4454.700000000012,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_4_tChange_4142.wav,,,,,,,,,1
25,1517209117425,29/01/2018 06:58:37,,1517209250468,5,29/01/2018 12:00:50,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,8,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_3_tChange_4632.wav,,,,,,,,,1
26,1517209122929,29/01/2018 06:58:42,,1517209255390,5,29/01/2018 12:00:55,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,8,2,Screen 2,Zone4,response_keyboard_single,4910.079999999987,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_3_tChange_4632.wav,,,,,,,,,1
27,1517209123480,29/01/2018 06:58:43,,1517209256728,5,29/01/2018 12:00:56,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,9,1,Screen 1,fixation,fixation,1040.9660000004806,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_1_tChange_3834.wav,,,,,,,,,1
28,1517209127682,29/01/2018 06:58:47,,1517209260873,5,29/01/2018 12:01:00,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,9,2,Screen 2,Zone4,response_keyboard_single,4133.670000000013,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_1_tChange_3834.wav,,,,,,,,,1
29,1517209128905,29/01/2018 06:58:48,,1517209262198,5,29/01/2018 12:01:02,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,10,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_5_tChange_3806.wav,,,,,,,,,1
30,1517209133120,29/01/2018 06:58:53,,1517209266277,5,29/01/2018 12:01:06,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,10,2,Screen 2,Zone4,response_keyboard_single,4068.6900000000023,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_5_tChange_3806.wav,,,,,,,,,1
31,1517209134160,29/01/2018 06:58:54,,1517209267606,5,29/01/2018 12:01:07,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,11,1,Screen 1,fixation,fixation,1039.688999997452,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_2_tChange_3044.wav,,,,,,,,,1
32,1517209137511,29/01/2018 06:58:57,,1517209270911,5,29/01/2018 12:01:10,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,11,2,Screen 2,Zone4,response_keyboard_single,3293.5750000000116,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_2_tChange_3044.wav,,,,,,,,,1
33,1517209138852,29/01/2018 06:58:58,,1517209272240,5,29/01/2018 12:01:12,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,12,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_4_tChange_4142.wav,,,,,,,,,1
34,1517209143194,29/01/2018 06:59:03,,1517209276653,5,29/01/2018 12:01:16,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,12,2,Screen 2,Zone4,response_keyboard_single,4399.954999999987,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_4_tChange_4142.wav,,,,,,,,,1
35,1517209145500,29/01/2018 06:59:05,,1517209277979,5,29/01/2018 12:01:17,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,13,1,Screen 1,fixation,fixation,1036.4109999791253,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_3_tChange_4632.wav,,,,,,,,,1
36,1517209149790,29/01/2018 06:59:09,,1517209282926,5,29/01/2018 12:01:22,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,13,2,Screen 2,Zone4,response_keyboard_single,4934.735000000015,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_3_tChange_4632.wav,,,,,,,,,1
37,1517209150812,29/01/2018 06:59:10,,1517209284249,5,29/01/2018 12:01:24,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,14,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_1_tChange_3834.wav,,,,,,,,,1
38,1517209155032,29/01/2018 06:59:15,,1517209288412,5,29/01/2018 12:01:28,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,14,2,Screen 2,Zone4,response_keyboard_single,4151.0899999999965,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_1_tChange_3834.wav,,,,,,,,,1
39,1517209156355,29/01/2018 06:59:16,,1517209289726,5,29/01/2018 12:01:29,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,15,1,Screen 1,fixation,fixation,1025.3039999806788,,,0,1,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_5_tChange_3806.wav,,,,,,,,,1
40,1517209160987,29/01/2018 06:59:20,,1517209293804,5,29/01/2018 12:01:33,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,15,2,Screen 2,Zone4,response_keyboard_single,4066.8300000000163,1,1,1,0,0,,,,rt_test_v2,,,trials,noise_tone_F0_500_Hz_5_tChange_3806.wav,,,,,,,,,1
41,1517209176433,29/01/2018 06:59:36,,1517209309932,5,29/01/2018 12:01:49,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,1,1,Screen 1,Zone2,continue_button,15820.36499999999,,,0,1,0,,,,rt_test_v2,,,rt_tone,tone_tone_F0_500_Hz_Delta_25_4_tChange_4756.wav,,,,,,,,,
42,1517209177514,29/01/2018 06:59:37,,1517209310962,5,29/01/2018 12:01:50,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,16,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_10_2_tChange_3372.wav,,,,,,,,,1
43,1517209181569,29/01/2018 06:59:41,,1517209315061,5,29/01/2018 12:01:55,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,16,2,Screen 2,Zone4,response_keyboard_single,4087.850000000006,1,1,1,0,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_10_2_tChange_3372.wav,,,,,,,,,1
44,1517209182881,29/01/2018 06:59:42,,1517209316377,5,29/01/2018 12:01:56,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,17,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_10_3_tChange_3691.wav,,,,,,,,,1
45,1517209187007,29/01/2018 06:59:47,,1517209320493,5,29/01/2018 12:02:00,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,17,2,Screen 2,Zone4,response_keyboard_single,4103.0350000000035,1,1,1,0,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_10_3_tChange_3691.wav,,,,,,,,,1
46,1517209188320,29/01/2018 06:59:48,,1517209321814,5,29/01/2018 12:02:01,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,18,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_25_4_tChange_4756.wav,,,,,,,,,1
47,1517209193549,29/01/2018 06:59:53,,1517209326956,5,29/01/2018 12:02:06,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,18,2,Screen 2,Zone4,response_keyboard_single,5127.110000000015,1,1,1,0,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_25_4_tChange_4756.wav,,,,,,,,,1
48,1517209194878,29/01/2018 06:59:54,,1517209328288,5,29/01/2018 12:02:08,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,19,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_100_5_tChange_4752.wav,,,,,,,,,1
49,1517209199993,29/01/2018 06:59:59,,1517209333329,5,29/01/2018 12:02:13,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,19,2,Screen 2,Zone4,response_keyboard_single,5031.099999999977,1,1,1,0,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_100_5_tChange_4752.wav,,,,,,,,,1
50,1517209201167,29/01/2018 07:00:01,,1517209334648,5,29/01/2018 12:02:14,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,20,1,Screen 1,fixation,fixation,1024.9910000129603,,,0,1,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_10_4_tChange_3793.wav,,,,,,,,,1
51,1517209205496,29/01/2018 07:00:05,,1517209338992,5,29/01/2018 12:02:18,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,20,2,Screen 2,Zone4,response_keyboard_single,4333.805000000022,1,1,1,0,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_10_4_tChange_3793.wav,,,,,,,,,1
52,1517209206819,29/01/2018 07:00:06,,1517209340317,5,29/01/2018 12:02:20,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,21,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_0_3_tChange_3000.wav,,,,,,,,,0
53,1517209211883,29/01/2018 07:00:11,,1517209345376,5,29/01/2018 12:02:25,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,21,2,Screen 2,Zone2,gonogo_audio,5052.221999998437,0,,1,0,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_0_3_tChange_3000.wav,,,,,,,,,0
54,1517209213199,29/01/2018 07:00:13,,1517209346695,5,29/01/2018 12:02:26,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,22,1,Screen 1,fixation,fixation,1025.5049999977928,,,0,1,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_25_2_tChange_4370.wav,,,,,,,,,1
55,1517209218124,29/01/2018 07:00:18,,1517209351622,5,29/01/2018 12:02:31,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,22,2,Screen 2,Zone4,response_keyboard_single,4915.664999999979,1,1,1,0,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_25_2_tChange_4370.wav,,,,,,,,,1
56,1517209219439,29/01/2018 07:00:19,,1517209352948,5,29/01/2018 12:02:32,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,23,1,Screen 1,fixation,fixation,1033.7880000006407,,,0,1,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_50_4_tChange_3280.wav,,,,,,,,,1
57,1517209223133,29/01/2018 07:00:23,,1517209356624,5,29/01/2018 12:02:36,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,23,2,Screen 2,Zone4,response_keyboard_single,3665.154999999999,1,1,1,0,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_50_4_tChange_3280.wav,,,,,,,,,1
58,1517209224461,29/01/2018 07:00:24,,1517209357953,5,29/01/2018 12:02:37,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,24,1,Screen 1,fixation,fixation,1037.3170000093523,,,0,1,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_50_3_tChange_4117.wav,,,,,,,,,1
59,1517209229017,29/01/2018 07:00:29,,1517209362519,5,29/01/2018 12:02:42,2349,5,task-o4po,,1144782,cmu_01,253766,,live,,,computer,Desktop or Laptop,Mac OS 10.12.2,Chrome 63.0.3239.132,1280x800,1280x699,,RT_test,7,24,2,Screen 2,Zone4,response_keyboard_single,4556.314999999973,1,1,1,0,0,,,,rt_test_v2,,,trials,tone_tone_F0_500_Hz_Delta_50_3_tChange_4117.wav,,,,,,,,,1
